package,owner
BayesTree,remcc
BayesTreePrior,alexiajm
BayesTwin,ingaschwabe
BayesVarSel,comodin19
bayesvl,sshpa
BayesX,freezenik
BayesXsrc,freezenik
bayesZIB,dmorinya
bayfoxr,brews
baygel,jarod-smithy
BayLum,crp2a
bayMDS,mansukoh
baymedr,maxlinde
bayNorm,wt215
baySeq,bioc
baystability,myaseen208
BAYSTAR,edmhlin
baytrends,tetratech
bazar,paulponcet
BB,cran
BBCAnalyzer,bioc
BBcor,donaldrwilliams
bbdetection,cran
BBEST,antongagin
BBI,trtcrd
bbknnR,ycli1995
bbl,hjunwoo
BBmisc,berndbischl
bbmix,evigorito
bbmle,bbolker
bbotk,mlr-org
bbreg,cran
bbsBayes,bbsbayes
BBSSL,cran
bbw,rapidsurveys
bc3net,bio-complexity
BCA1SG,cran
bcaboot,bnaras
BCBCSF,cran
BCC1997,cran
BCClong,zhiwent
bccp,mahditeimouri
BCDAG,alesmascaro
bcdata,bcgov
BCDating,einian85
BcDiag,ewouddt
BCE,cran
BCEA,n8thangreen
BCEE,detal9
bcfrailph,cran
bcfrailphdv,cran
bcgam,cran
BCgee,nicolalunardon
BCHM,jjacklee116
Bchron,andrewcparnell
BClustLonG,jjr1234
bcmaps,bcgov
bcmixed,kzkzmr
bcp,swang87
bcpa,eligurarie
bcputility,tomroh
BCRA,cran
BCRANK,bioc
bcrm,mikesweeting
bcROCsurface,toduckhanh
bcrypt,jeroen
bcSeq,jl354
BCSub,sunnypig1988
BCT,valentinian22
bcv,michbur
bda,cran
bdc,brunobrr
bdchecks,bd-r
bdclean,bd-r
bdDwC,pogibas
bde,gsantafe
BDEsize,cran
BDgraph,rezamoammadi
bdl,statisticspoland
bdlp,cran
BDMMAcorrect,bioc
bdots,collinn
BDP2,wiesenfa
bdpar,miferreiro
bdpopt,j0bj0rns
bdpv,cran
bdrc,sor16
bdribs,cran
bdscale,dvmlls
bdsmatrix,cran
bdvis,vijaybarve
BDWreg,hamedhm
BE,cran
bea.R,us-bea
BEACH,danniyugithub
beachmat,tatami-inc
beadarray,bioc
beadarraySNP,bioc
BeadDataPackR,bioc
beadplexr,ustervbo
beakr,mazamascience
beam,gleday
beanplot,cran
beans,topepo
beanz,cran
bearishTrader,maheshpkumar
BEARscc,bioc
beast,mqbssppe
beastier,ropensci
BeastJar,beast-dev
BEAT,bioc
beautier,ropensci
BEclear,uds-helms
BED,patzaw
BEDASSLE,gbradburd
BEDMatrix,quantgen
bedr,pboutros
BeeGUTS,bgoussen
beepr,rasmusab
beer,athchen
beeswarm,aroneklund
beezdemand,brentkaplan
befproj,thure666
beginr,pzhaonet
behaviorchange,cran
behavr,rethomics
BEKKs,cran
belex,milosvil
belg,r-spatialecology
bellreg,fndemarqui
bench,r-lib
benchdamic,mcalgaro93
Benchmarking,larsot23
benchmarkme,csgillespie
benchmarkmeData,csgillespie
benchr,artemklevtsov
bender,cran
benford,cran
benford.analysis,carloscinelli
BenfordTests,cran
BENMMI,cran
bennu,sempwn
bentcableAR,cran
benthos,cran
Bergm,acaimo
Bernadette,bernadette-eu
berryFunctions,brry
BeSS,cran
Bessel,r-forge
BEST,mikemeredith
bestglm,cliffordlai
besthr,tsl-zz
Bestie,jackkuipers
bestNormalize,petersonr
BESTree,cran
bestridge,yufeng031
bestSDP,leoly2017
betaBayes,cran
BetaBit,betaandbit
betacal,tmfilho
betaclust,koyelucd
betaDelta,jeksterslab
betafunctions,cran
betaMC,jeksterslab
betaNB,jeksterslab
betapart,cran
BetaPASS,cran
betaper,luiscayuela
betareg,zeileis
betaSandwich,jeksterslab
betategarch,cran
bethel,micheledemeo
BETS,nmecsys
bets.covid19,qingyuanzhao
BetterReg,chrisaberson
BeviMed,daniel-jg
BeyondBenford,cran
beyondWhittle,cran
bezier,aaronolsen
bfast,bfast2
BFF,rshudde
bfp,danielinteractive
BFpack,jomulder
BFS,lgnbhl
bfsl,pasturm
bfsMaps,andrisignorell
bfw,oeysan
BG2,bioc
BGData,quantgen
BgeeCall,bgeedb
BgeeDB,bgeedb
bgeva,giampmarra
BGFD,cran
bggAnalytics,jakubbujnowicz
BGGE,italo-granato
BGGM,donaldrwilliams
bggum,duckmayr
BGLR,cran
bgmfiles,australianantarcticdivision
BGmisc,cran
BGmix,bioc
bgmm,pbiecek
bgms,maartenmarsman
bgsmtr,v2south
bgumbel,pcbrom
BGVAR,mboeck11
bgw,cran
bgx,bioc
BH,eddelbuettel
BHAI,cran
Bhat,mezarafael
BHC,bioc
BHH2,kjetil1001
bhm,statapps
bhmbasket,cran
BHMSMAfMRI,nilotpalsanyal
bhpm,cran
BHSBVAR,cran
BHTSpack,cran
BI,marcschwartz
BiasCorrector,kapsner
BiasedUrn,agnerf
bib2df,ropensci
BiBitR,ewouddt
biblio,kamapu
bibliometrix,massimoaria
bibliometrixData,cran
biblionetwork,agoutsmedt
BibPlots,rhaunschild
bibs,mahditeimouri
bibtex,ropensci
BicARE,bioc
BiCausality,darkeyes
biClassify,aflapan
biclust,cran
biclustermd,jreisner
BICORN,cran
BiDAG,polinasuter
bidask,eguidotti
BiDimRegression,alexander-pastukhov
BIDistances,quirinms
BIEN,bmaitner
BifactorIndicesCalculator,ddueber
bife,amrei-stammann
BiFET,bioc
BIFIEsurvey,alexanderrobitzsch
bifurcatingr,cran
bigalgebra,fbertran
biganalytics,cran
bigassertr,privefl
bigBits,cran
bigchess,rosawojciech
bigD,rstudio
bigdatadist,cran
BIGDAWG,igdawg
bigdist,talegari
bigDM,spatialstatisticsupna
bigGP,paciorek
BiGGR,bioc
BIGL,openanalytics
biglasso,yaohuizeng
bigleaf,juergenknauer
biglm,cran
biglmm,markpurver
bigMap,jgarriga65
bigmatch,ruoqiyu
bigmds,pachoning
bigmelon,bioc
bigmemory,kaneplusplus
bigmemory.sri,cran
bignum,davidchall
bigparallelr,privefl
bigPint,lindsayrutter
bigQF,tslumley
bigQueryR,cloudyr
BigQuic,kkunji
bigreadr,privefl
bigReg,activeanalytics
bigrquery,r-dbi
bigsimr,cran
bigsnpr,privefl
bigsparser,privefl
bigsplines,cran
bigstatsr,privefl
bigstep,pmszulc
bigSurvSGD,atarkhan
bigtabulate,cran
bigtcr,cran
bigtime,ineswilms
bigutilsr,privefl
BigVAR,wbnicholson
bikedata,ropensci
bikeshare14,arunsrinivasan
bikm1,cran
bild,cran
billboard,mikkelkrogsholm
billboarder,dreamrs
bimets,andrea-luciani
BimodalIndex,cran
binancer,daroczig
Binarize,hkestler
BinarybalancedCut,navinkumarnedunchezhian
BinaryDosage,jimb3
BinaryEMVS,john-snyder
BinaryEPPM,cran
binaryGP,chihli
binaryMM,chiaradg
binaryTimeSeries,bilintoh
binb,eddelbuettel
BINCOR,jomopo
binda,cran
bindata,cran
BindingSiteFinder,zarnackgroup
bindr,krlmlr
bindrcpp,krlmlr
binequality,cran
binford,benmarwick
binfunest,philshea
bingadsR,pablosanmar
bingat,cran
binGroup,cran
binGroup2,bdhitt
BinGSD,xiaomangmang
binhf,cran
binman,ropensci
BinMat,clarkevansteenderen
binMto,cran
BinNonNor,bernice0321
BinNor,bernice0321
binom,sdorairaj
binomialRF,cran
binomialtrend,cran
binomSamSize,mhoehle
BinOrdNonNor,bernice0321
binovisualfields,virginiapl
binr,jabiru
BinSegBstrap,florianpein
binsegRcpp,tdhock
binseqtest,cran
binsmooth,djhunter
binspp,tomasmrkvicka
binsreg,yingjieum
binst,charliec443
BINtools,satopaa
bio.infer,cran
bio3d,bioboot
bioacoustics,wavx
bioassayR,girke-lab
bioassays,anwarbio
Biobase,bioconductor
biobroom,storeylab
biobtreeR,tamerh
bioC.logs,mponce0
bioCancer,kmezhoud
BiocBaseUtils,bioconductor
BiocCheck,bioconductor
BiocFHIR,vjcitn
BiocFileCache,bioconductor
BiocGenerics,bioconductor
biocGraph,bioc
BiocHail,vjcitn
BiocHubsShiny,bioconductor
BiocIO,bioconductor
BioCircos,lvulliard
bioclim,cran
BiocManager,bioconductor
BiocNeighbors,bioc
Biocomb,cran
biocompute,sbg
BiocOncoTK,vjcitn
BioCor,llrs
BiocParallel,bioconductor
BiocPkgTools,seandavi
BiocSet,bioc
BiocSingular,ltla
BiocSklearn,vjcitn
BiocStyle,bioconductor
biocthis,lcolladotor
BiocVersion,bioc
biocViews,bioconductor
BiocWorkflowTools,bioc
biodb,ceabiodb
biodbChebi,ceabiodb
biodbExpasy,bioc
biodbHmdb,ceabiodb
biodbKegg,ceabiodb
biodbLipidmaps,ceabiodb
biodbMirbase,bioc
biodbNcbi,ceabiodb
biodbNci,bioc
biodbUniprot,ceabiodb
Biodem,fedster
bioDist,bioc
BiodiversityR,cran
biodosetools,biodosetools-team
BIOdry,wilarhen
biogas,sashahafnerau
biogeo,cran
biogeom,cran
biogram,michbur
biogrowth,albgarre
Bioi,zcolburn
bioimagetools,bioimaginggroup
bioinactivation,albgarre
BioInsight,cran
biolink,aaronwolen
BioMark,rwehrens
biomaRt,grimbough
biomartr,ropensci
BIOMASS,umr-amap
biometryassist,biometryhub
biomformat,joey711
BioMM,bioc
biomod2,biomodhub
BioMVCClass,bioc
biomvRCNS,bioc
BioNAR,lptolik
BioNERO,almeidasilvaf
BioNet,bioc
bionetdata,gvalentini58
BioNetStat,jardimviniciusc
bioOED,albgarre
BioPET,cran
BioPETsurv,chengs94
bioPN,cran
BioProbability,cran
BioQC,accio
bioRad,adokter
bioregion,biorgeo
BioRssay,milesilab
Bios2cor,cran
bios2mds,cran
biosensors.usc,glucodensities
bioseq,fkeck
biosignalEMG,cran
biosigner,bioc
bioSNR,cran
biospear,stefanmichielsgr
biostat3,mclements
Biostatistics,rjknell
BioStatR,fbertran
Biostrings,bioconductor
biosurvey,claununez
biotic,robbriers
BioTIP,xyang2uchicago
biotmle,nhejazi
biotools,arsilva87
BioVenn,cran
biovizBase,lawremi
bipartite,biometry
bipartiteD3,jcdterry
BipartiteModularityMaximization,wzhang40
bipd,mikejseo
biplotbootGUI,ananieto
BiplotGUI,r-forge
BiplotML,jgbabativam
BiProbitPartial,cran
birankr,brianaronson
birdring,cran
birdscanR,birdscancommunity
BiRewire,bioc
birk,matthewabirk
birtr,cran
biscale,chris-prener
biscuiteer,trichelab
BISdata,enricoschumann
bisectr,wch
BiSEp,mwappett1986
BiSeq,bioc
bisque,jmhewitt
BisqueRNA,cozygene
BisRNA,carinelegrand
bistablehistory,alexander-pastukhov
bit,truecluster
bit64,truecluster
bite,theogab
bitmexr,hfshr
bitops,mmaechler
bittermelon,trevorld
Bivariate.Pareto,cran
bivariatemaps,hidasi
BivGeo,ricardopuziol
bivgeom,cran
BivRec,sandracastropearson
BivRegBLS,cran
bivrp,cran
BivUnifBin,bernice0321
biwavelet,tgouhier
biwt,hardin47
bizdays,wilsonfreitas
bizicount,jmniehaus
bkmr,jenfb
bkmrhat,alexpkeil1
blackbox,f-rousset
BlackCarbon,sanjeev112
blacksheepr,ruggleslab
blaise,sophof
BlakerCI,cran
BlandAltmanLeh,cran
blandr,deepankardatta
BlanketStatsments,p-mq
blapsr,oswaldogressani
blaster,tamminenlab
blastula,rstudio
blatent,jonathantemplin
blatr,smbache
Blaunet,socnetfan
blavaan,ecmerkle
BLCOP,mangothecat
blendedLink,cran
blender,davharris
Blendstat,cran
blima,bioc
blindrecalc,imbi-heidelberg
blindreview,githubwilly
blink,cleanzr
bliss,pmgrollemund
blm,skoval
BLMA,phibya
blme,vdorie
blmeco,fraenzi
BLModel,cran
blob,tidyverse
blockcluster,joblion
BlockCov,marie-perrotdockes
blockCV,rvalavi
blockForest,bips-hb
blocklength,alec-stashevsky
blockmatrix,ecor
blockmodeling,cran
BlockmodelingGUI,cran
blockmodels,jb-leger
blockrand,glsnow
blocksdesign,rned
blockTools,ryantmoore
blocs,coletl
blogdown,rstudio
BloodGen3Module,bioc
BLOQ,vahidnassiri
blorr,rsquaredacademy
BLPestimatoR,danielbr2
BLR,cran
blrm,minniesun
BLRPM,cran
BLRShiny,kartikeyabolar
BLRShiny2,kartikeyabolar
BLSM,adonizetti
blsR,groditi
bltm,curso-r
bluebike,zyang2k
bluster,bioc
BlythStillCasellaCI,cran
BMA,hanase
bmabasket,ethan-alt
BMAmevt,lbelzile
bmass,mturchin20
bmem,johnnyzhz
bmemLavaan,johnnyzhz
bmgarch,ph-rast
bmggum,naidantu
BMisc,bcallaway11
bmixture,rezamoammadi
bmlm,mvuorre
bmp,jefferis
BMRBr,billchenxi
BMRMM,yutongwu96
BMRSr,arawles
BMRV,cran
BMS,cran
bmscstan,michelescandola
bmstdr,sujit-sahu
BMT,cjtorresj
BMTAR,adrincont
BMTME,frahik
bnbc,hansenlab
bnclassify,bmihaljevic
bnClustOmics,polinasuter
bndesr,igorlaltuf
bndovb,yujunghwang
bnem,martinfxp
bnlearn,cran
bnma,mikejseo
bnmonitor,manueleleonelli
bnnSurvival,mnwright
bnpa,eliascarvalho
BNPdensity,cran
BNPmix,rcorradin
bnpsd,storeylab
BNPTSclust,cran
BNrich,samaneh-bioinformatics
BNSL,cran
BNSP,papgeo
bnspatial,dariomasante
bnstruct,albertofranzin
bnviewer,robson-fernandes
boa,brian-j-smith
BoardGames,halipahaha
BOBaFIT,bioinformatic-seragnoli
bodenmiller,yannabraham
Bodi,yannig29
bodsr,dipad-fran-bryden
bodycomp,gleidsonuern
boilerpipeR,mannau
BOIN,cran
boinet,cran
BOJ,cran
bolasso,dmolitor
bold,ropensci
bolsec,alvaroitapia
Bolstad,jmcurran
Bolstad2,jmcurran
BoltzMM,andrewthomasjones
bondAnalyst,maheshpkumar
BondValuation,cran
BoneProfileR,marc-girondot
BonEV,dongmeili2017
bonn,sumtxt
bonsai,tidymodels
bookdown,rstudio
bookdownplus,pzhaonet
BoolFilter,levimcclenny
BoolNet,hkestler
Boom,steve-the-bayesian
BoomSpikeSlab,steve-the-bayesian
boostingDEA,itsmeryguillen
BoostMLR,amoljpande
boostmtree,kogalur
boot,cran
boot.heterogeneity,gabriellajg
boot.pval,mthulin
bootcluster,tianmoul
bootComb,cran
bootCT,gianmarco-v
bootES,dgerlanc
bootf2,zhengguoxu
bootGOF,marselscheer
bootImpute,jwb133
bootLR,gsk3
BootMRMR,samarendra88
bootnet,cran
bootPLS,fbertran
BootPR,jh8080
bootruin,baumgrt
bootStepAIC,drizopoulos
bootstrap,scottkosty
bootstrapFP,rhobis
BootstrapQTL,sritchie73
bootSVD,aaronjfisher
bootUR,smeekes
BootWPTOS,cran
Boov,stla
Boptbd,cran
bor,davidnsousa
boral,fhui28
borealis,bioc
borrowr,cran
Boruta,cran
BOSO,lvalcarcel
BosonSampling,cran
BoSSA,lefeup
BOSSreg,cran
botor,daroczig
BoundaryStats,cran
BoundEdgeworth,alexisderumigny
boundingbox,stomperusa
boussinesq,ecor
boutliers,nomahi
BoutrosLab.plotting.general,uclahs-cds
bowerbird,ropensci
box,klmr
boxfilter,thomaspruf
boxly,merck
boxplotcluster,gianmarcoalberti
boxplotdbl,osubera
boxr,r-box
bp,johnschwenck
bpa,bgreenwell
bpAcc,cran
bpbounds,remlapmot
bpca,jcfaria
bpcp,cran
bpDir,davidebuttarazzi
bpgmm,yaoxiangli
BPM,cran
bpmnR,gertjanssenswillen
bpmnVisualizationR,process-analytics
bpnreg,joliencremers
bpp,numbersman77
bpr,laura-dangelo
BPRMeth,bioc
bqror,prajual
bqtl,cran
bRacatus,eduardoarle
BRACE,cran
bracer,trevorld
BRACoD.R,cran
brada,riko-k
BradleyTerry2,hturner
braggR,satopaa
braidReports,nathanieltwarog
braidrm,nathanieltwarog
BrailleR,ajrgodfrey
BRAIN,bioc
BrainCon,cemrclinicencoding
brainflowprobes,lieberinstitute
brainGraph,cwatson
brainKCCA,kangjian2016
brainR,muschellij2
BranchGLM,jacobseedorff21
Branching,cran
branchpointer,bioc
brandwatchR,phippsy
brant,benjaminschlegel
braQCA,cran
brassica,cran
bravo,dongjli
BrazilMet,filgueirasr
brclimr,rfsaldanha
BRDT,ericchen12377
brea,adam-king
bread,magichead99
BREADR,jonotuke
breakaway,adw96
breakDown,pbiecek
breakfast,ychen101
breakpoint,cran
breakpointR,daewoooo
BreakPoints,cran
breathtestcore,dmenne
breathteststan,dmenne
bReeze,chgrl
brendaDb,y1zhou
BRETIGEA,andymckenzie
brew,gregfrog
BRGenomics,mdeber
brglm,ikosmidis
brglm2,ikosmidis
brickset,jbryer
BridgeDbR,bridgedb
bridgedist,swihart
bridger,commoditiesai
bridger2,imamachi-n
bridgesampling,quentingronau
brif,profyliu
briKmeans,aurora-torrente
BRINDA,hanqiluo
brinton,sciencegraph
brio,r-lib
briqr,davidrubinger
BRISC,arkajyotisaha
brisk,rich-payne
briskaR,cran
BRL,msadinle
brlrmr,maitya02
brm,mclements
brms,paul-buerkner
brmsmargins,jwiley
brnn,cran
Brobdingnag,robinhankin
BrokenAdaptiveRidge,msuchard
brokenstick,growthcharts
broman,kbroman
broom,tidymodels
broom.helpers,larmarange
broom.mixed,bbolker
brotli,jeroen
BrownDog,cran
BrowserViz,paul-shannon
brpop,rfsaldanha
Brq,rahim69
brr,stla
brranching,ropensci
brsim,gianmarcoalberti
bruceR,psychbruce
BRugs,cran
brulee,tidymodels
Brundle,andrewholding
brunnermunzel,toshi-ara
BRVM,cran
brxx,joshuaraytanzer
bs4cards,djnavarro
bs4Dash,rinterface
BSagri,cran
bsam,ianjonsen
bsamGP,beomjopark
BSBT,rowlandseymour
BSDA,alanarnholt
bsearchtools,digemall
BSgenome,bioconductor
BSgenomeForge,bioconductor
BSGW,asmahani
bshazard,cran
bsicons,rstudio
bSims,psolymos
BSL,cran
bslib,rstudio
BsMD,ejbz
bsnsing,profyliu
BSPADATA,cran
BSPBSS,benwu233
bspec,christianroever
bspline,mathscell
bsplinePsd,mcthedwards
bsplus,ijlyttle
bspm,enchufa2
bspmma,cran
bsreg,nk027
BSS,cran
BSSasymp,klauschn
bsseq,hansenlab
bssm,helske
bssn,cran
BSSoverSpace,cran
BSSprep,cran
bst,cran
bsTools,tconwell
bstrl,ianmtaylor1
bsts,steve-the-bayesian
bsub,jokergoo
bsvars,donotdespair
BSW,adam-bec
BT,giregwillame
btb,inseefr
BTdecayLasso,michael262516
btergm,leifeld
BTLLasso,schaubert
BTM,bnosac
BTSPAS,cschwarz-stat-sfu-ca
BTSR,tsprass
BTYD,ghuiber
BTYDplus,mplatzer
bubbleHeatmap,ruthckb
BubbleTree,bioc
bubblyr,feddelegrand7
bucky,atahk
BUCSS,yelleknek
Buddle,jwboys26
BufferedMatrix,bmbolstad
BufferedMatrixMethods,bioc
bugsigdbr,waldronlab
buildmer,cvoeten
buildr,netique
BuildSys,pjumppanen
bujar,cran
bulkAnalyseR,core-bioinformatics
bulletcp,nategarton13
bulletr,erichare
bullishTrader,maheshpkumar
bullwhipgame,msmarchena
bumbl,aariq
bumblebee,magosil86
BUMHMM,bioc
bumphunter,rafalab
BumpyMatrix,ltla
bunching,mavpanos
bunchr,trilnick
bundesbank,enricoschumann
bundesligR,ottlngr
bundle,rstudio
bupaR,bupaverse
bupaverse,bupaverse
burnr,ltrr-arizona-edu
BurStFin,cran
BurStMisc,cran
bursts,jeffbinder
BUS,bioc
BUScorrect,bioc
busdater,mickmioduszewski
BusinessDuration,gnaneshwar441
BUSpaRse,bustools
BUSseq,songfd2018
butcher,tidymodels
butterflyOptions,maheshpkumar
BuyseTest,bozenne
Bvalue,zhaoyi1026
BVAR,nk027
bvarsv,fk83
bvartools,franzmohr
BVARverse,nk027
bvls,cran
bvpSolve,karlines
BVSNLP,amirnikooie
bwd,cran
bWGR,alenxav
BWGS,byzheng
bwimage,biagolini
BwQuant,mercedesconde
bws,cran
BWStest,shabbychef
bwsTools,markhwhiteii
bysykkel,imangr
bytescircle,circulosmeos
bzinb,hunyong
c060,fbertran
c14bazAAR,ropensci
C19dNUTS,thomaswielandgeo
c212,rcarragh
c2c,mitchest
c2z,oeysan
c3,mrjoh3
c3net,cran
C443,kuleuven-ppw-okpiv
C50,topepo
ca,cran
CA3variants,cran
cabinets,nt-williams
cabootcrs,cran
cacc,amoneva
cache,olivierbinette
cachem,r-lib
CACIMAR,jiang-junyao
cacIRT,quinn-lathrop
CaDENCE,alexcannon
CADFtest,cran
CaDrA,montilab
CADStat,cran
CAEN,bioc
caesar,jacobkap
CAFE,bioc
caffsim,asancpt
CAGEfightR,maltethodberg
cageminer,almeidasilvaf
CAGEr,bioc
cAIC4,druegamer
CAinterprTools,gianmarcoalberti
Cairo,s-u
CAISEr,fcampelo
calACS,agu-1
CALANGO,fcampelo
Calculator.LR.FNs,cran
calculus,eguidotti
calcUnique,stephenbfroehlich
calcWOI,cran
calendar,robinlovelace
calendR,sidoruvigo
calendRio,mschilli87
CALF,jorufo
CALIBERrfimpute,cran
calibrar,roliveros-ramos
calibrate,jangraffelman
calibrateBinary,chihli
CalibrateSSB,statisticsnorway
calibrationband,marius-cp
CalibrationCurves,bavodc
calibrator,robinhankin
CalibratR,cran
calidad,klauslehmann
callr,r-lib
callsync,simeonqs
calm,k22liang
calmate,henrikbengtsson
calpassapi,vinhdizzo
CalSim,resinj
CAMAN,doebler
camcorder,thebioengineer
CamelUp,mczek
CAMERA,sneumann
camerondata,juvlac
CAMML,schiebout
campaignmanageR,pablosanmar
campfin,irworkshop
campsis,calvagone
campsismod,calvagone
camsRad,ropensci
camtrapR,jniedballa
canadamaps,pachadotdev
canadianmaps,joellecayen
canaper,ropensci
cancensus,mountainmath
canceR,kmezhoud
cancerclass,bioc
CancerEvolutionVisualization,pboutros
cancerGI,audreyqyfu
CancerGram,biogenies
CancerInSilico,bioc
CancerSubtypes,taoshengxu
cancerTiming,epurdom
candisc,friendly
Canek,martinloza
Canopy,yuchaojiang
canprot,jedick
cansim,mountainmath
CANSIM2R,cran
canvasXpress,neuhausi
canvasXpress.data,neuhausi
cap,zhaoyi1026
cape,annaltyler
caper,davidorme
capitalR,cran
capl,barnzilla
caplot,gianmarcoalberti
capm,oswaldosantos
capn,cran
CaPO4Sim,divadnojnarg
captioner,adletaw
captr,gojiplus
capushe,cran
car,r-forge
caracas,r-cas
caRamel,fzao
carat,yexiaoqingruc
CARBayes,duncanplee
CARBayesdata,duncanplee
CARBayesST,duncanplee
carbonate,yonicd
carcass,fraenzi
card,asshah4
carData,r-forge
cardelino,single-cell-genetics
cardidates,r-forge
Cardinal,bioc
care,cran
caRecall,wraysmith
careless,ryentes
caresid,gianmarcoalberti
caret,topepo
caretEnsemble,zachmayer
caretForecast,akai01
carfima,hyungsuktak
cargo,dbdahl
caribou,cran
CARlasso,yunyishen
CarletonStats,aloy
Carlson,stla
CARM,cran
CARME,markgrama
CARNIVAL,saezlab
caROC,ziyili20
caroline,cran
carpenter,lwjohnst86
caRpools,cran
carrier,r-lib
CARRoT,albazarova
carSurv,cran
cartograflow,fbahoken
cartogram,sjewo
cartogramR,pierre-andre
cartographer,cidm-ph
cartography,riatelab
casabourse,aodiakite
Cascade,fbertran
CascadeData,fbertran
cascadeSelect,stla
caschrono,cran
CASCORE,cran
cascsim,windwill
casebase,sahirbhatnagar
CaseBasedReasoning,sipemu
CaseCohortCoxSurvival,wheelerb
caseMatch,nielsenrich
cases,maxwestphal
casino,anthonypileggi
CASMAP,cran
CASMI,cran
casper,davidrusi
cassandRa,jcdterry
cassowaryr,numbats
CAST,hannameyer
castor,cran
cat,fernandotusell
cat2cat,polkas
cata,jcc9
catalog,nathaneastwood
CATALYST,helenalc
CatastRo,ropenspain
catch,yuqingxx
catcont,decisionpatterns
catdap,cran
catdata,schaubert
CatDataAnalysis,cjgeyer
CatDyn,ruben-hernan
cate,qingyuanzhao
Category,bioc
categoryCompare,rmflight
categoryEncodings,jszitas
CatEncoders,rnorm
catfun,nt-williams
cati,adrientaudiere
catIrt,swnydick
catlearn,ajwills72
catmap,tpq
catmaply,verkehrsbetriebezuerich
caTools,coffeemuggler
CatPredi,irantzubarrio
catR,huacheng1985
CatReg,cran
cats,el-meyer
catseyes,cran
catsim,gzt
catSurv,erossiter
CATT,marsdu1989
CATTexact,edelmand21
CauchyCP,wpihongzhang
cauchypca,cran
causact,flyaflya
causal.decomp,syeonkang
causalCmprsk,bella2001
causaldata,nickch-k
causalDisco,annennenne
causaldrf,cran
causaleffect,santikka
CausalGAM,quinn-kevin
CausalGPS,nsaph-software
CausalImpact,google
CausalMBSTS,fmenchetti
CausalModels,ander428
causaloptim,sachsmc
causalOT,ericdunipace
causalPAF,mauriceoconnell
CausalQueries,till-tietz
CausalR,bioc
causalsens,mattblackwell
causalweight,hbodory
CausCor,sugym
CautiousLearning,cran
CAvariants,cran
caviarpd,dbdahl
CB2,cran
cba,cran
cbaf,bioc
cbanalysis,cran
cbass,fmarrs3
CBCgrps,cran
cbcTools,jhelvy
CBEA,qpmnguyen
cbinom,ddalthorp
cBioPortalData,waldronlab
cbioportalR,karissawhiting
cbl,dswatson
CBNplot,noriakis
cbpManager,arsenij-ust
CBPS,christianfong
cbq,cran
cbsodataR,edwindj
CBSr,sangillee
CBT,cran
CC,wjbraun
CCA,sebdejean
CCAMLRGIS,ccamlr
ccaPP,aalfons
cccd,dmarchette
cccm,cran
cccp,bpfaff
cccrm,jlcarrascoub
ccda,cran
ccfindR,bioc
cchs,cran
cchsflow,big-life-lab
ccid,anastasiou-andreas
ccImpute,khazum
cclust,cran
CCM,gdancik
ccmap,alexvpickering
ccmEstimator,xiw021
ccmm,cran
CCMMR,djwtouw
ccmReportR,durhamregionharp
ccoptimalmatch,cran
ccostr,larshernandez
CCP,uwemenzel
CCPROMISE,bioc
ccpsyc,jo-karl
ccRemover,cran
ccrepe,bioc
ccrs,cran
ccrtm,marcodvisser
ccss,abhibhavs
ccTensor,rikenbit
cctools,cran
CCTpack,cran
CCWeights,yonghuidong
cd,cleanzr
cdata,winvector
CDatanet,ahoundetoungan
cdcatR,miguel-sorrel
cdcfluview,hrbrmstr
cdcsis,mamba413
cde,ropensci
cder,mkoohafkan
cdfquantreg,cran
CDFt,cran
cdgd,ang-yu
CDI,jichunxie
CDLasso,cran
cdlei,cran
cdlTools,jlisic
CDM,alexanderrobitzsch
CDMConnector,cran
cdmTools,pablo-najera
CDNmoney,cran
cdom,pmassicotte
cdparcoord,cran
cdrcR,aelissa
CDROM,cran
cds,schoonees
CDSS,chockemeyer
CDVineCopulaConditional,cran
CEC,swarm-lab
CEDA,cran
CEDARS,simon-hans
CEEMDANML,sandipgarai
ceg,ptaranti
CEGO,martinzaefferer
celaref,bioc
celda,campbio
celestial,asgr
CellaRepertorium,amcdavid
CellBarcode,bioc
cellbaseR,melsiddieg
CellBench,shians
cellHTS2,bioc
CelliD,bioc
cellity,bioc
cellKey,bernhard-da
CellMapper,bioc
cellmigRation,ocbe-uio
CellMixS,almutlue
CellNOptR,bioc
cellOrigins,davidhmolnar
cellpypes,felixthestudent
cellranger,rsheets
cellscape,bioc
CellScore,bioc
celltrackR,jtextor
CellTrails,bioc
cellVolumeDist,cran
cellWise,jakobraymaekers
