package,registry,owner
cfa,cran,pmair78
CFAssay,bioc,
CFC,cran,asmahani
CFF,cran,hoshmandcomputer
CFilt,cran,thiagoslima21
cfmortality,cran,aminadibi
cg,cran,
cgam,cran,francisxl2019
cgAUC,cran,curare7177
CGE,cran,
CGEN,bioc,
CGHcall,bioc,
cghMCR,bioc,
CGHnormaliter,bioc,
CGHregions,bioc,
cglasso,cran,luigiaugugliaro
cglm,cran,arvsjo
cgmanalysis,cran,timothyvigers
CGManalyzer,cran,dongxinzheng
cgmquantify,cran,
CGNM,cran,
CGP,cran,shanbatr
cgrcusum,cran,
cgwtools,cran,cellocgw
chameleon,cran,orenbenkiki
ChAMP,bioc,
changepoint.np,cran,
changepointsVar,cran,gianluca-sottile
ChangePointTaylor,cran,
ChangepointTesting,cran,sth1402
changepointTests,cran,
changeRangeR,cran,meblair
ChannelAttribution,cran,
ChannelAttributionApp,cran,davidealtomare
Chaos01,cran,nithador
ChaosGame,cran,
CHEMIST,cran,anson60214
chemometrics,cran,petertuwien
ChernoffDist,cran,
cherry,cran,jellegoeman
chest,cran,uqwang
CHFF,cran,kylecaudle
Chicago,bioc,
chicane,cran,syedhaider5
chihaya,bioc,
childsds,cran,mvogel78
ChillModels,cran,rpertille
chillR,cran,eikeluedeling
chinese.misc,cran,
ChIPanalyser,bioc,
ChIPComp,bioc,
chipenrich,bioc,
ChIPQC,bioc,
chipseq,bioc,
ChIPseqR,bioc,
ChIPsim,bioc,
ChIPtest,cran,wuqian77
ChIPXpress,bioc,
chisquare,cran,gianmarcoalberti
chkptstanr,cran,
choiceDes,cran,jackhorne
ChoiceModelR,cran,jvcolias
choplump,cran,
chopsticks,bioc,
chopthin,cran,agandy
ChoR,cran,herrmannm
chords,cran,johnros
christmas,cran,jobago
chromDraw,bioc,
ChromHeatMap,bioc,
chromoMap,cran,lakshay-anand
chromPlot,bioc,
chromVAR,bioc,
chron,cran,
CHRONOS,bioc,
CHsharp,cran,
CIAAWconsensus,cran,meijaj
CIARA,cran,gabrielelubatti
cicero,bioc,
CIEE,cran,skonigor
cif,cran,
CIfinder,cran,
CIM,cran,patnik
CIMTx,cran,jiayiji
CINdex,bioc,
CINID,cran,aursiber
CINmetrics,cran,vishaloza
CINNA,cran,minoo-asty
CircMLE,cran,rfitak
CircNNTSR,cran,
CircOutlier,cran,
CircStats,cran,claudioagostinelli
circular,cran,
CircularDDM,cran,yxlin
circularEV,cran,
CircularSilhouette,cran,joemsong
CIS.DGLM,cran,wangyuncw
cisPath,bioc,
citationchaser,cran,
cities,cran,hakeemwahab
citrus,cran,datadondom
ciu,cran,
ciuupi2,cran,pvkabaila
CJAMP,cran,skonigor
cjar,cran,benrwoodard
CJIVE,cran,rmurden
cjoint,cran,astrezhnev
CKAT,cran,wpihongzhang
Ckmeans.1d.dp,cran,joemsong
CLA,cran,mmaechler
ClaimsProblems,cran,iagolugilde
clampSeg,cran,florianpein
ClamR,cran,jonathanlees
class,cran,
classGraph,cran,mmaechler
classmap,cran,jakobraymaekers
CLAST,cran,
clda,cran,
clean,cran,msberends
CleanBSequences,cran,
cleanUpdTSeq,bioc,
clespr,cran,
clickb,cran,
ClickClust,cran,
ClickClustCont,cran,
clickstream,cran,michascholz
CliftLRD,cran,
clikcorr,cran,
climatol,cran,jaggh
ClimClass,cran,eccele
ClimProjDiags,cran,anchiho
clinDR,cran,snthomas99
ClinicalTrialSummary,cran,pakdaewo
ClinicalUtilityRecal,cran,anumishra
clinmon,cran,lilleoel
clinsig,cran,jimlemon
ClinSigMeasures,cran,mikemalekahmadi
clipp,cran,jgdowty
clippda,bioc,
clipper,bioc,
clogitboost,cran,haoluns
clogitL1,cran,
clogitLasso,cran,mavalosf
Clomial,bioc,
Clonality,bioc,
CloneSeeker,cran,
CLONETv2,cran,
clordr,cran,
cloudml,cran,dfalbel
cloudUtil,cran,cpanse
clpm,cran,
clst,bioc,
clstutils,bioc,
clttools,cran,yesimiao
clue,cran,
CluMP,cran,9afojtik
ClusBoot,cran,sugnet
cluscov,cran,
ClusPred,cran,
ClussCluster,cran,
ClustBlock,cran,fabllob
clustComp,bioc,
clustDRM,cran,vahidnassiri
clustEff,cran,gianluca-sottile
cluster,cran,mmaechler
cluster.datasets,cran,
clusterability,cran,
ClusteredMutations,cran,
clusterGeneration,cran,weiliang
clusterhap,cran,gastonquero
clusterHD,cran,
clustering.sc.dp,cran,
ClusterJudge,bioc,
ClusterRankTest,cran,
clusterRepro,cran,tibshirani
clusterSeq,bioc,
clusterSEs,cran,
clusterSim,cran,a-dudek-ue
clusterStab,bioc,
ClusterStability,cran,armadillouqam
clustertend,cran,kwstat
clustMD,cran,
ClustMMDD,cran,tousswil
clustra,cran,go-ski
clusTransition,cran,
clustrd,cran,amarkos
CLUSTShiny,cran,kartikeyabolar
ClustVarLV,cran,evigneau
clustvarsel,cran,luca-scr
ClusVis,cran,
clv,cran,
clValid,cran,vpihur
CMA,bioc,romanhornung
cmaes,cran,
CMAPSS,cran,mortamini
cmaRs,cran,yaziciceyda
cmbClust,cran,
cmce,cran,
cmenet,cran,
CMFsurrogate,cran,laylaparast
CMHNPA,cran,
cml,cran,
CMLS,cran,
cmm,cran,
CMMs,cran,buybnb
CMplot,cran,yinlilin
cmprsk,cran,
cmprskcoxmsm,cran,
CMShiny,cran,kartikeyabolar
cmtest,cran,ycroissant
cn.farms,bioc,
cn.mops,bioc,
cna,cran,mathiasambuehl
CNAnorm,bioc,
cnaOpt,cran,mathiasambuehl
cnbdistr,cran,
cncaGUI,cran,ananieto
CNLTreg,cran,
CNLTtsa,cran,
CNORdt,bioc,
CNORfeeder,bioc,
CNORfuzzy,bioc,
CNORode,bioc,
CNprep,cran,gsun2018
CNPS,cran,zhangmaotai
CNTools,bioc,
cnvGSA,bioc,
CNViz,bioc,
CNVPanelizer,bioc,
CNVRG,cran,
coalescentMCMC,cran,emmanuelparadis
CoCiteStats,bioc,
CoClust,cran,
COCONUT,cran,
cocor,cran,deboerk
cocron,cran,deboerk
coda,cran,martynplummer
coda4microbiome,cran,tonisusin
codacore,cran,egr95
CodataGS,cran,larsronn
codeCollection,cran,jkhaukka
CODEX,bioc,
codexcopd,cran,aminadibi
codez,cran,
CoDiNA,cran,
codingMatrices,cran,billvenables
coefa,cran,xijianzheng
coefficientalpha,cran,johnnyzhz
coenoflex,cran,dvrbts
cofad,cran,
CoFRA,cran,ruma1974
Cogito,bioc,
coGPS,bioc,
COHCAP,bioc,
cohorttools,cran,jkhaukka
CoImp,cran,
cold,cran,
CollapseLevels,cran,krishanu1181
collatz,cran,cloutkhan
collin,cran,jobago
CollocInfer,cran,gileshooker
collpcm,cran,wyseja
colocalization,cran,
colocalized,cran,stefangolas
colorBlindness,cran,jianhong
colorhcplot,cran,dami82
colorpatch,cran,andremueller
colorRamps,cran,thk686
colorscience,cran,glenndavis52
colorSpec,cran,glenndavis52
colourvision,cran,
comapr,bioc,
comato,cran,
combinat,cran,vjcitn
combinationpvalues,cran,
combinatorics,cran,anik4322
CombinePortfolio,cran,flziel
coMET,bioc,
cometExactTest,cran,mdml
ComICS,cran,yaelsteu
COMIX,cran,shgrky
CommEcol,cran,a-s-melo
CommonMean.Copula,cran,
commonsMath,cran,dbdahl
Comp2ROC,cran,anabraga
compare,cran,
compareC,cran,
CompAREdesign,cran,martabofillroig
CompareMultipleModels,cran,sandipgarai
CompareTests,cran,hkatki
ComparisonSurv,cran,chenzgz
compas,cran,wongswk
CompDist,cran,
compEpiTools,bioc,
compHclust,cran,
Compind,cran,fvidoli
compindPCA,cran,rrk4910
complexity,cran,
complexplus,cran,
CompModels,cran,tpourmohamad
Compositional,cran,
compositions,cran,
compound.Cox,cran,
CompoundEvents,cran,drought
CompQuadForm,cran,lafaye
CompR,cran,
ComPrAn,bioc,
compute.es,cran,acdelre
ComRiskModel,cran,imranshakoor
comsimitv,cran,
con2aqi,cran,marsdu1989
con2lki,cran,markbaas
Conake,cran,wanbitching
conclust,cran,
ConConPiWiFun,cran,robingirard
ConcordanceTest,cran,
CONCUR,cran,sth1402
cond,cran,
condGEE,cran,
CondiS,cran,yizhuo-wang
condmixt,cran,
condMVNorm,cran,rvaradhan
condorOptions,cran,maheshpkumar
condTruncMVN,cran,phargarten2
coneproj,cran,clair2014csu
conf,cran,chrisweld
conf.design,cran,billvenables
CONFESS,bioc,
confidence,cran,
ConfIntVariance,cran,
conflr,cran,yutannihilation
conformalClassification,cran,niha21
conformalInference.fd,cran,paolo-vergo
conformalInference.multi,cran,paolo-vergo
confreq,cran,jhhmuc
confSAM,cran,
ConfusionTableR,cran,
ConfZIC,cran,
CongreveLamsdell2016,cran,ms609
conicfit,cran,
conjoint,cran,
conmet,cran,
ConNEcT,cran,nabod0815
conover.test,cran,alexisdinno
conquestr,cran,dan-cloney
consensus,bioc,
ConsensusClusterPlus,bioc,
consensusDE,bioc,
consolechoice,cran,
consortr,cran,dbackenroth
ConSpline,cran,
ConsRank,cran,
ConsRankClass,cran,
CONSTANd,bioc,
ContaminatedMixt,cran,
contFracR,cran,
contiBAIT,bioc,
contoureR,cran,
contourPlot,cran,tonymurphy55
contTimeCausal,cran,sth1402
conumee,bioc,
ConvergenceConcepts,cran,lafaye
convert,bioc,
convertid,cran,
convevol,cran,
Convolutioner,cran,federicoviv
CoOL,cran,synergisticcauselearning
CoopGame,cran,jhstaudacher
coopProductGame,cran,daniprieto
copa,bioc,
copCAR,cran,drjphughesjr
CopCTS,cran,fuyuan-li
cope,cran,
Copula.Markov,cran,
Copula.Markov.survival,cran,xinweihuang-stat
Copula.surv,cran,
copulaboost,cran,
CopulaCenR,cran,suntaojj
CopulaGAMM,cran,
CopulaInference,cran,bouchranasri
copulareg,cran,
CopulaREMADA,cran,
COR,cran,
CorBin,cran,shuangsong0110
corclass,cran,boutyline
cord,cran,rluo
CORE,cran,gsun2018
CoRegNet,bioc,
CoreGx,bioc,bhaibeka
corehunter,cran,hdbeukel
CORElearn,cran,rmarko
coreNLP,cran,statsmaths
corkscrew,cran,sasan-puri
CorMID,cran,janlisec
Cormotif,bioc,
corpcor,cran,
corral,bioc,
CorrBin,cran,anikoszabo
corrDNA,cran,prabinameher
correctedAUC,cran,weiliangqiu
CorrectedFDR,cran,
CorrectOverloadedPeaks,cran,janlisec
corregp,cran,kplevoet
correlbinom,cran,
Correlplot,cran,jangraffelman
CORREP,bioc,
CorrMixed,cran,wimvde001
CorrToolBox,cran,bernice0321
corset,cran,viraltux
corTest,cran,
corTESTsrd,cran,tuwhydro
coseq,bioc,
cosmiq,bioc,
cosmoFns,cran,
COSNet,bioc,
cosso,cran,
COST,cran,
costat,cran,
cotrend,cran,
couchDB,cran,
COUNT,cran,
countdata,cran,
countDM,cran,imranshakoor
Counterfactual,cran,ivanfernandezval
countHMM,cran,timoadam
countland,cran,shchurch
CountsEPPM,cran,
countTransformers,cran,zhang-zeyu
covatest,cran,sandradeiaco
covEB,bioc,
CoverageView,bioc,
covglasso,cran,michaelfop
covid19france,cran,aedobbyn
covid19srilanka,cran,thiyangtdata
covidcast,cran,capnrefsmmat
CovRegRF,cran,calakus
covRNA,bioc,
CovSel,cran,
covsim,cran,
cowbell,cran,
CoxBcv,cran,xueqiwang
coxerr,cran,
CoxICPen,cran,
coxme,cran,
coxmeg,cran,
coxphMIC,cran,xgsu
CoxPlus,cran,jnpeng
CoxR2,cran,
coxsei,cran,fchenhku
cp4p,cran,jacky11
cpa,cran,
cPCG,cran,
cpd,cran,svilchez
CPE,cran,
cpfa,cran,brom2011
CpGassoc,cran,rbarfield
CpGFilter,cran,
cpk,cran,oalinaresmd
cplots,cran,yong3738
cpm,cran,gordonjamesross
cpmBigData,cran,
CPMCGLM,cran,
CpmERCCutoff,cran,
CPNCoverageAnalysis,cran,smorenoa
cpop,cran,
CPP,cran,
cPseudoMaRg,cran,trb5me
CPsurv,cran,
cpt,cran,johanngb
cpvSNP,bioc,
cqn,bioc,
cqrReg,cran,
cramer,cran,cmfranz
crank,cran,jimlemon
crawl,cran,dsjohnson
crch,cran,jakmes
crctStepdown,cran,samueliwatson
createLogicalPCM,cran,amarnathbose
creditmodel,cran,fanhansen
CREDS,cran,
credsubs,cran,
CRImage,bioc,
crimCV,cran,
crisp,cran,ajpete
CRISPRseek,bioc,
CrispRVariants,bioc,
criticality,cran,willzywiec
critpath,cran,
crlmm,bioc,
CRM,cran,
crmReg,cran,sebastiaanhoppner
cromwellDashboard,cran,zhanxw
Cronbach,cran,
crone,cran,
crop,cran,
crops,cran,
CropScapeR,cran,cbw1243
CrossCarry,cran,cruzalirio
crossdes,cran,bbnkmp
Crosstabs.Loglinear,cran,bpoconnor
crosstalkr,cran,
crossurr,cran,
CrossVA,cran,jarathomas
crossval,cran,
CrossValidate,cran,
crossvalidationCP,cran,florianpein
crov,cran,
crqa,cran,morenococo
crrcbcv,cran,
crrSC,cran,
crrstep,cran,rvaradhan
crsnls,cran,
crso,cran,michaelklein916
crtests,cran,
CRTgeeDR,cran,mprague
CRTSize,cran,
cruts,cran,bentaylor1
CRWRM,cran,
CryptRndTest,cran,haydarde
cryst,cran,claudiopozo
csampling,cran,
CSAR,bioc,
csaw,bioc,
CsChange,cran,marsdu1989
csci,cran,
CSclone,cran,tsungyuwu
CSCNet,cran,
CSeqpat,cran,hz6yc3
cshapes,cran,lucgirardin
CSIndicators,cran,erifarov
CSMES,cran,koendebock
csn,cran,
csodata,cran,conor-crowley
cspec,cran,
cspp,cran,caleblucas
csppData,cran,caleblucas
CSSP,bioc,
CSSQ,bioc,
cssTools,cran,denizyenigun
CSTools,cran,erifarov
csurvey,cran,francisxl2019
cta,cran,
CTAShiny,cran,kartikeyabolar
ctc,bioc,antoinelucas64
CTDquerier,bioc,
ctf,cran,fitzgerald-csus
ctgdist,cran,huseyinyildiz35
ctgt,cran,
cthreshER,cran,fpzhang2015
ctl,cran,dannyarends
CTM,cran,jimliu741523
ctmcd,cran,
ctmcmove,cran,ehanks
ctmva,cran,biplab44
CTP,cran,
ctqr,cran,
ctrialsgov,cran,statsmaths
ctrlGene,cran,
ctsfeatures,cran,anloor7
CTShiny,cran,kartikeyabolar
CTShiny2,cran,kartikeyabolar
CTT,cran,
CTTinShiny,cran,
ctv,cran,zeileis
CUB,cran,
cubeview,cran,tim-salabim
cubing,cran,
cummeRbund,bioc,
CUMP,cran,
cumprinc,cran,jcrichardson617
cumSeg,cran,vitomuggeo
cumstats,cran,
curephEM,cran,
currencyapi,cran,
currentSurvival,cran,
cursr,cran,cmann3
curvecomp,cran,radon0303
curveDepth,cran,pavlomozharovskyi
curvHDR,cran,mattwand
cusp,cran,raoelg
custom.gauss.quad,cran,pvkabaila
CustomerScoringMetrics,cran,koendebock
customProDB,bioc,
CustosAscensor,cran,iagomn
cusum,cran,
CutpointsOEHR,cran,chenyimin0226
CVD,cran,
CVEK,cran,
cvmaPLFAM,cran,
cvmdisc,cran,
cvmgof,cran,romainazais
CVR,cran,
CVST,cran,
CVThresh,cran,dkimstatlab
cvTools,cran,
cwot,cran,wpihongzhang
cycle,bioc,
cycleRtools,cran,jmackie
cydar,bioc,
cyjShiny,cran,
cylcop,cran,floo66
CytobankAPI,cran,
CytoDx,bioc,
CyTOFpower,bioc,
cytolib,bioc,
d3plus,cran,
DAAG,cran,wjbraun
DAAGbio,cran,
DACF,cran,qmmmmliu
dad,cran,
dadjoke,cran,
dae,cran,
daewr,cran,johnjsl7
dafs,cran,jmcurran
dagHMM,cran,mrprajwalb
dagirlite,cran,larshernandez
dagR,cran,
dagwood,cran,
DAIME,cran,niklashohmann
DAKS,cran,
dam,cran,slakov
daMA,bioc,
DamiaNN,cran,the-wayvy
DaMiRseq,bioc,
DandEFA,cran,artur-man
DanielBiostatistics10th,cran,tingtingzhan
DArand,cran,
DarkDiv,cran,carlosp-carmona
DART,bioc,
dashCoreComponents,cran,rpkyle
dashHtmlComponents,cran,rpkyle
dashTable,cran,rpkyle
datacutr,cran,barnett11
dataframeexplorer,cran,ashrithssreddy
dataframes2xls,cran,guidovansteen
DataGraph,cran,davidadalsteinsson
DataLoader,cran,srivenkatesh7
dataMojo,cran,jienagu
datana,cran,cseljatib
datanugget,cran,
dataprep,cran,
datarobot,cran,
dataSDA,cran,hanmingwu1103
datasetsICR,cran,
DataSetsUni,cran,imranshakoor
DatAssim,cran,
datastepr,cran,bramtayl
DatastreamDSWS2R,cran,asrserver
DATAstudio,cran,mmbbcarvalho
dataversionr,cran,
DataViz,cran,horiayeb
datazoom.amazonia,cran,franciscocavalcanti
date,cran,
datetime,cran,bergsmat
datetoiso,cran,
dave,cran,
dawai,cran,
dbacf,cran,
dbcsp,cran,
dbd,cran,rolfturner
DBERlibR,cran,csong747
DBEST,cran,hristotomov
DBfit,cran,
dbglm,cran,
dBlockmodeling,cran,
dblr,cran,rnorm
DBNMFrank,cran,
DBpower,cran,ryansunwork
DBR,cran,asmahani
dbstats,cran,
dbWebForms,cran,tconwell
dc3net,cran,altayg
DCA,cran,tianwei2007
DCATS,bioc,
DCCA,cran,tsprass
DCchoice,cran,
dccmidas,cran,
DCD,cran,
DCEmgmt,cran,
DCEtool,cran,
dcGSA,bioc,sunnypig1988
DChaos,cran,jsandube
DCL,cran,
DClusterm,cran,becarioprecario
dcmle,cran,psolymos
DCODE,cran,sophie-lebre
dcortools,cran,edelmand21
dcov,cran,
dCovTS,cran,
DCSmooth,cran,bastian-schaefer
dCUR,cran,
ddalpha,cran,pokotylo
ddc,cran,
ddCt,bioc,
DDHFm,cran,
ddiv,cran,meganmorbitzer
DDL,cran,
DDM,cran,
ddp,cran,weksi-budiaji
ddpca,cran,
DDPM,cran,imranshakoor
DDRTree,cran,xiaojieqiu
ddsPLS,cran,hlorenzo
deadband,cran,nunziotorrisi
deal,cran,
deaR,cran,
DECIDE,cran,christianak
DECIPHER,bioc,
decision,cran,
decisionSupport,cran,eikeluedeling
decode,cran,
decoder,cran,eribul
decomposedPSF,cran,neerajdhanraj
DecomposeR,cran,sewouter
decon,cran,
DeconRNASeq,bioc,
DecorateR,cran,
Deducer,cran,ifellows
DeepBlueR,bioc,
deepgp,cran,anniees
deepMOU,cran,martindip
deepnet,cran,runxiao
deepNN,cran,bentaylor1
DeepPINCS,bioc,
deepregression,cran,druegamer
deepSNV,bioc,
deeptrafo,cran,
DEET,cran,dustinsokolowski
DEEVD,cran,jahmadkhan
deFit,cran,
deforestable,cran,otryakhin-dmitry
DEGraph,bioc,
DEGRE,cran,douglasterra
degreenet,cran,handcock
DEGseq,bioc,
dejaVu,cran,
DelayedEffect.Design,cran,wheelerb
deldir,cran,rolfturner
Delta,cran,
deltaCaptureC,bioc,
deltaGseg,bioc,
DeltaMAN,cran,admaldonado
deltaPlotR,cran,
DELTD,cran,jahmadkhan
DEM,cran,
DeMAND,bioc,
dematel,cran,muhlisoz
deming,cran,
DeMixT,bioc,
DemographicTable,cran,tingtingzhan
demoKde,cran,billvenables
DEMOVA,cran,20k-p
demu,cran,
dendRoAnalyst,cran,
dendrometry,cran,narcisstar
denoiseR,cran,julierennes
denseFLMM,cran,
densEstBayes,cran,mattwand
DensParcorr,cran,johnzonwyk
denstrip,cran,chjackson
DEoptimR,cran,eduardotrincaoconceicao
DEP,bioc,
depcoeff,cran,eliebs
DepecheR,bioc,
depend.truncation,cran,
DepLogo,cran,jgraux
depmix,cran,ingmarvisser
depmixS4,cran,ingmarvisser
depth.plot,cran,
depthTools,cran,aurora-torrente
DeRezende.Ferreira,cran,giosvialx
DES,cran,
DEScan2,bioc,
descomponer,cran,pacoparra
DescribeDF,cran,sandipgarai
descstatsr,cran,harryyy213
Design.parameters,cran,
designmatch,cran,
designsize,cran,atanubhattacharjee
DEsubs,bioc,
deTestSet,cran,karlines
DetMCD,cran,kvak
detpack,cran,
DetR,cran,kvak
detrendeR,cran,filipecampelo
deTS,cran,guangshengpei
devFunc,cran,robin-vo
Devore7,cran,jverzani
DevTreatRules,cran,
DExMA,bioc,
DEXSeq,bioc,
dextergui,cran,jessekps
dexterMST,cran,timobechger
DFA.CANCOR,cran,bpoconnor
dfcomb,cran,jhjourdan
dfcrm,cran,jkd2108
dfmeta,cran,artemis-toumazi
dfmta,cran,jhjourdan
dfoptim,cran,rvaradhan
Dforest,cran,lhnctr
DFP,bioc,
dfphase1,cran,
dfsaneacc,cran,johngardenghi
dGAselID,cran,
dglars,cran,luigiaugugliaro
dglm,cran,gksmyth
dgof,cran,
dhga,cran,samarendra88
dhglm,cran,msnoh1
dhh,cran,
dhlabR,cran,
DHS.rates,cran,
dHSIC,cran,
di,cran,
diagram,cran,karlines
diaplt,cran,osubera
dice,cran,
DiceDesign,cran,chelbert
DiceEval,cran,chelbert
DiceKriging,cran,roustant
DiceOptim,cran,
dichromat,cran,
DICOMread,cran,
DIconvex,cran,
Diderot,cran,
didimputation,cran,
DIDmultiplegt,cran,shuo-zhang-ucsb
didrooRFM,cran,didroo55
diemr,cran,nmartinkova
DIFboost,cran,schaubert
difconet,cran,vtrevino
DiffBind,bioc,
diffcor,cran,
diffee,cran,blw921
diffeRenTES,cran,
diffGeneAnalysis,bioc,
diffHic,bioc,
diffIRT,cran,
diffMeshGP,cran,
diffuStats,bioc,
DiffXTables,cran,joemsong
DIFlasso,cran,schaubert
DIFplus,cran,daiscode
difR,cran,
DIFshiny,cran,huseyinyildiz35
DIFtree,cran,jmober
diggit,bioc,
digitalPCR,cran,xutaodeng
DIME,cran,olechnwin
dimensionalAnalysis,cran,vinothkumar194
DImodels,cran,
DIMORA,cran,avios97
dinamic,cran,
DiNAMIC.Duo,cran,vonnwalter23
DiPALM,cran,humanoidtyphoon
DiPhiSeq,cran,
dipm,cran,cli9
dipw,cran,yuhaow
dir.expiry,bioc,
DIRECT,cran,audreyqyfu
Directional,cran,
DirectStandardisation,cran,christianak
DirichletMultinomial,bioc,
dirmcmc,cran,abhirupkgp
dirmult,cran,tvedebrink
dirttee,cran,
DisaggregateTS,cran,mosleyl
disaggregation,cran,timcdlucas
discAUC,cran,ba-code-review
discharge,cran,sbshah10
discnorm,cran,
discourseGT,cran,smlo
discoveR,cran,
discoverableresearch,cran,
DiscreteInverseWeibull,cran,
DiscreteLaplace,cran,
DiscreteQvalue,cran,
DiscreteWeibull,cran,
discretization,cran,
discSurv,cran,
disdat,cran,rvalavi
DisHet,cran,wtwt5237
DisimForMixed,cran,
diskImageR,cran,
dispmod,cran,luca-scr
disprose,cran,
DiSSMod,cran,sangkyustat
distance.sample.size,cran,
distdichoR,cran,
distfree.cr,cran,zhiqiuhu
distillery,cran,ericgilleland
distory,cran,emmanuelparadis
DISTRIB,cran,
DistributionOptimization,cran,
distributionsrd,cran,ruben0dewitte
DistributionTest,cran,cuining1
DistributionUtils,cran,dsco036
div,cran,drphilippedb
DivE,cran,dlaydon
diverge,cran,
divergence,bioc,
DiversificationR,cran,jbhasse
DiversityOccupancy,cran,derek-corcoran-barrios
divo,cran,mpiet11
dixon,cran,
dixonTest,cran,
DJL,cran,tgno3
dkanr,cran,
dks,bioc,
dLagM,cran,haydarde
DLASSO,cran,hamedhm
dlbayes,cran,scarlettshijiazhang
dlib,cran,jwijffels
dlm,cran,gpetris
DLMtool,cran,
DLPCA,cran,
dlsem,cran,alessandromagrini
dmlalg,cran,corinne-rahel
DMLLZU,cran,
dmm,cran,nevillejackson
DMMF,cran,kwanghun
DMRcaller,bioc,
DMRcate,bioc,
DMRforPairs,bioc,
DMRMark,cran,
dmrseq,bioc,
DMtest,cran,
DNABarcodes,bioc,
DNAmixturesLite,cran,tgraversen
dnapath,cran,tgrimes
DNAseqtest,cran,hasinurkhan
DNAshapeR,bioc,
DNetFinder,cran,
DNLC,cran,yushengding
dnr,cran,abhirupkgp
DOBAD,cran,
docknitr,cran,innermatrix
DoE.base,cran,
DoE.MIParray,cran,
DoE.wrapper,cran,ugroempi
doebioresearch,cran,popatraj
DOEM,cran,
DoEstRare,cran,
doex,cran,mcavs
doMC,cran,beccadaniel
domino,cran,nelprin
DominoEffect,bioc,
doMPI,cran,steveweston
DOS,cran,
DOS2,cran,
Doscheda,bioc,
dosedesignR,cran,t-schm
doseR,bioc,
doSNOW,cran,beccadaniel
DoTC,cran,holgersr
dotCall64,cran,reinhardfurrer
dotprofile,cran,jeanmathieupotvin
doubcens,cran,jamesm1524
double.truncation,cran,
DoubleCone,cran,
DoubleExpSeq,cran,sruddy17
doudpackage,cran,
DOvalidation,cran,
DOVE,cran,sth1402
DPBBM,cran,laurenie
Dpit,cran,
DPP,cran,lmavila
DPQmpfr,cran,mmaechler
dprint,cran,
dprop,cran,imranshakoor
DPtree,cran,
dQTG.seq,cran,yuanmingzhang
dr,cran,sanfordweisberg
DRaWR,cran,cblatti3
DRAYL,cran,
DrBats,cran,bfontez
drc,cran,
drcarlate,cran,
DrDimont,cran,kathbaum
DRDRtest,cran,weng-gw
DREGAR,cran,hamedhm
drf,cran,lorismichel
drfit,cran,jranke
drgee,cran,drjoze
DRHotNet,cran,albrizre
DrillR,cran,dragonitemew
drimmR,cran,
DRIMSeq,bioc,
DRIP,cran,
DriverNet,bioc,
droll,cran,
DropletUtils,bioc,
drought,cran,drought
DrugClust,cran,
DrugExposureDiagnostics,cran,
DrugSim2DR,cran,hanjunwei-lab
DrugUtilisation,cran,
DrugVsDisease,bioc,
DRviaSPCN,cran,hanjunwei-lab
ds,cran,
dsa,cran,danielollech
dsample,cran,
dsfa,cran,
DSjobtracker,cran,thiyangtdata
DSL,cran,theussl
dslabs,cran,
dslice,cran,yechao1009
DSS,bioc,
dstabledist,cran,
dstat,cran,
dstat2x2xk,cran,
dSTEM,cran,
dSVA,cran,leeshawn
DTA,bioc,
dtangle,cran,gjhunt
DTAplots,cran,ianschiller
DTAT,cran,dcnorris
DTAXG,cran,marsdu1989
dTBM,cran,jhu267
DTDA,cran,carlammoreira
dtgiw,cran,atchanut
dti,cran,ktabelow
DTMCPack,cran,wbnicholson
dtp,cran,zedtaha
dtpcrm,cran,christinayap
DTR,cran,
DTRreg,cran,
dtrSurv,cran,sth1402
dtt,cran,luqqe
dtw,cran,tonigi
DTWBI,cran,
DTwrappers,cran,mb4511
DTWUMI,cran,
dual,cran,drwolf85
dual.spls,cran,alsoukil
DUBStepR,cran,
dumbbell,cran,foocheung
dummy,cran,ballings
dundermifflin,cran,
Dune,bioc,hectorrdb
dunn.test,cran,alexisdinno
dvqcc,cran,
DWDLargeR,cran,kim-chuantoh
DWLasso,cran,
dwlm,cran,
DWreg,cran,
dyads,cran,
dydea,cran,
dyebias,bioc,
Dykstra,cran,
dymo,cran,
dyn,cran,markleeds2
DynamicGP,cran,heavenmarshal
dynamicTreeCut,cran,plangfelder
DYNATE,cran,xuechan
dynaTree,cran,rbgramacy
dynBiplotGUI,cran,jegido
DynClust,cran,yrozen-biostm
dyncomp,cran,
dynCorr,cran,joeldubin
DynDoc,bioc,
dynlm,cran,zeileis
DynNom,cran,
dynpred,cran,hputter
dynRB,cran,
dynsbm,cran,vmielecnrs
DynTxRegime,cran,sth1402
DysPIAData,cran,lemonwang2020
DySS,cran,luyouepiusf
e1071,cran,
E4tools,cran,ekleiman1
eadrm,cran,
earlywarnings,cran,vdakos
earth,cran,stephenmilborrow
Ease,cran,
easier,bioc,
easyAHP,cran,marsdu1989
easyanova,cran,
EasyCellType,bioc,
easyCODA,cran,michaelgreenacre
easyDes,cran,marsdu1989
EasyDescribe,cran,nie-xiuquan
easyDifferentialGeneCoexpression,cran,
easyNCDF,cran,anchiho
easynls,cran,
easypower,cran,
easyPSID,cran,brianaronson
easyreg,cran,
easyRNASeq,bioc,
easyVerification,cran,
eatDB,cran,
eba,cran,
ebal,cran,jankee2022
EBarrays,bioc,
EBcoexpress,bioc,
EBEN,cran,
